source airport,destination airport,airplane type,total Cost,break even cost per ticket
Denver International Airport,Miami International Airport,Airbus A220-300,20022.481545027083,417.13503218806426
Denver International Airport,Charlotte Douglas International Airport,Boeing 737-600,19020.98277582281,532.80063797823
Denver International Airport,Charlotte Douglas International Airport,Boeing 767-800,22776.228469778514,401.6971511424782
Denver International Airport,Charlotte Douglas International Airport,Airbus A200-100,18493.930748600957,456.64026539755446
Denver International Airport,Charlotte Douglas International Airport,Airbus A220-300,16517.48564651901,344.11428430247935
Denver International Airport,Seattle-Tacoma International Airport,Boeing 737-600,15504.994249563808,434.3135644135521
Denver International Airport,Seattle-Tacoma International Airport,Boeing 767-800,18381.242811954762,324.18417657768543
Denver International Airport,Seattle-Tacoma International Airport,Airbus A200-100,15101.310240807185,372.8718577977083
Denver International Airport,Seattle-Tacoma International Airport,Airbus A220-300,13587.49520796984,283.072816832705
Denver International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,10767.232521729751,301.60315186918075
Denver International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,12459.04065216219,219.73616670480055
Denver International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,10529.785766581343,259.99471028595906
Denver International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,9639.360434774793,200.8200090578082
Denver International Airport,Newark Liberty International Airport,Boeing 737-600,22015.447331683754,616.6791969659315
Denver International Airport,Newark Liberty International Airport,Boeing 767-800,26519.309164604692,467.71268367909516
Denver International Airport,Newark Liberty International Airport,Airbus A200-100,21383.32637267731,527.9833672266003
Denver International Airport,Newark Liberty International Airport,Airbus A220-300,19012.87277640313,396.10151617506517
Denver International Airport,San Francisco International Airport,Boeing 737-600,14859.362489405125,416.22864115980747
Denver International Airport,San Francisco International Airport,Boeing 767-800,17574.203111756404,309.950672165016
Denver International Airport,San Francisco International Airport,Airbus A200-100,14478.33222661898,357.4896846078761
Denver International Airport,San Francisco International Airport,Airbus A220-300,13049.468741170936,271.86393210772786
Denver International Airport,George Bush Intercontinental Airport,Boeing 737-600,13695.481136258568,383.62692258427364
Denver International Airport,George Bush Intercontinental Airport,Boeing 767-800,16119.351420323212,284.29191217501256
Denver International Airport,George Bush Intercontinental Airport,Airbus A200-100,13355.288815688094,329.76021767131095
Denver International Airport,George Bush Intercontinental Airport,Airbus A220-300,12079.567613548807,251.65765861560013
Denver International Airport,Logan International Airport,Boeing 737-600,23691.712678794735,663.6334083696005
Denver International Airport,Logan International Airport,Boeing 767-800,28614.64084849342,504.66738709864944
Denver International Airport,Logan International Airport,Airbus A200-100,23000.775391819483,567.9203800449255
Denver International Airport,Logan International Airport,Airbus A220-300,20409.76056566228,425.20334511796415
Denver International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,23154.940459578982,648.5977719770024
Denver International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,27943.67557447373,492.8337843822528
Denver International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,22482.83728555867,555.1317848286092
Denver International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,19962.450382982486,415.8843829788018
Denver International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,11648.644318092709,326.2925579297678
Denver International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,13560.805397615886,239.16764369692922
Denver International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,11380.27083324735,280.99434156166296
Denver International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,10373.870265077257,216.12229718910953
Denver International Airport,LaGuardia Airport,Boeing 737-600,22183.354799419667,621.3824873787022
Denver International Airport,LaGuardia Airport,Boeing 767-800,26729.193499274585,471.4143474298869
Denver International Airport,LaGuardia Airport,Airbus A200-100,21545.342350317223,531.9837617362277
Denver International Airport,LaGuardia Airport,Airbus A220-300,19152.795666183058,399.0165763788137
Denver International Airport,Detroit Metropolitan Airport,Boeing 737-600,16607.644085349904,465.2001144355716
Denver International Airport,Detroit Metropolitan Airport,Boeing 767-800,19759.55510668738,348.4930353913119
Denver International Airport,Detroit Metropolitan Airport,Airbus A200-100,16165.270608670962,399.14248416471514
Denver International Airport,Detroit Metropolitan Airport,Airbus A220-300,14506.37007112492,302.21604314843586
Denver International Airport,Philadelphia International Airport,Boeing 737-600,21487.004271285095,601.8768703441204
Denver International Airport,Philadelphia International Airport,Boeing 767-800,25858.755339106374,456.0627043934105
Denver International Airport,Philadelphia International Airport,Airbus A200-100,20873.425174047024,515.3932141740006
Denver International Airport,Philadelphia International Airport,Airbus A220-300,18572.50355940425,386.92715748758854
Denver International Airport,Salt Lake City International Airport,Boeing 737-600,8391.982911197007,235.0695493332495
Denver International Airport,Salt Lake City International Airport,Boeing 767-800,9489.978638996261,167.37175730152137
Denver International Airport,Salt Lake City International Airport,Airbus A200-100,8237.878247646237,203.40440117645028
Denver International Airport,Salt Lake City International Airport,Airbus A220-300,7659.98575933084,159.58303665272584
Denver International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,20569.531284817094,576.1773469136442
Denver International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,24711.91410602137,435.83622761942456
Denver International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,19988.144222191935,493.53442523930704
Denver International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,17807.942737347577,370.9988070280745
Denver International Airport,San Diego International Airport,Boeing 737-600,13591.628099900729,380.71787394679916
Denver International Airport,San Diego International Airport,Boeing 767-800,15989.535124875913,282.00238315477804
Denver International Airport,San Diego International Airport,Airbus A200-100,13255.07974551825,327.2859196424259
Denver International Airport,San Diego International Airport,Airbus A220-300,11993.023416583941,249.85465451216544
Denver International Airport,Baltimore/Washington International Airport,Boeing 737-600,20740.946374683233,580.9788900471494
Denver International Airport,Baltimore/Washington International Airport,Boeing 767-800,24926.182968354045,439.6152199004241
Denver International Airport,Baltimore/Washington International Airport,Airbus A200-100,20153.544747501368,497.6183888271943
Denver International Airport,Baltimore/Washington International Airport,Airbus A220-300,17950.78864556936,373.97476344936166
Denver International Airport,Tampa International Airport,Boeing 737-600,20942.066504898292,586.6125071400082
Denver International Airport,Tampa International Airport,Boeing 767-800,25177.58313112287,444.0490852049889
Denver International Airport,Tampa International Airport,Airbus A200-100,20347.608031042215,502.41007484054853
Denver International Airport,Tampa International Airport,Airbus A220-300,18118.388754081912,377.4664323767065
Denver International Airport,Austin-Bergstrom International Airport,Boeing 737-600,12731.151214030548,356.6148799448333
Denver International Airport,Austin-Bergstrom International Airport,Boeing 767-800,14913.939017538187,263.03243417174934
Denver International Airport,Austin-Bergstrom International Airport,Airbus A200-100,12424.795031082109,306.78506249585456
Denver International Airport,Austin-Bergstrom International Airport,Airbus A220-300,11275.959345025456,234.91581968803033
Denver International Airport,Washington Dulles International Airport,Boeing 737-600,20305.83627435527,568.7909320547695
Denver International Airport,Washington Dulles International Airport,Boeing 767-800,24382.29534294409,430.0228455545695
Denver International Airport,Washington Dulles International Airport,Airbus A200-100,19733.701668237543,487.2518930429023
Denver International Airport,Washington Dulles International Airport,Airbus A220-300,17588.19689529606,366.42076865200124
Denver International Airport,Nashville International Airport,Boeing 737-600,15383.506896154333,430.91055731524744
Denver International Airport,Nashville International Airport,Boeing 767-800,18229.383620192915,321.5058839540197
Denver International Airport,Nashville International Airport,Airbus A200-100,14984.085601552428,369.9774222605538
Denver International Airport,Nashville International Airport,Airbus A220-300,13486.255746795277,280.9636613915683
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,10829.861675517415,303.35746990244866
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,12537.327094396771,221.11687997172436
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,10590.217406201016,261.48684953582756
O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,9691.551396264513,201.90732075551068
O'Hare International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,13029.663403966113,364.9765659374262
O'Hare International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,15287.079254957642,269.6133907399937
O'Hare International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,12712.83310909011,313.8971138046941
O'Hare International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,11524.719503305096,240.09832298552283
O'Hare International Airport,Denver International Airport,Boeing 737-600,13973.371052519058,391.4109538520745
O'Hare International Airport,Denver International Airport,Boeing 767-800,16466.71381564882,290.4182330802262
O'Hare International Airport,Denver International Airport,Airbus A200-100,13623.428208571022,336.38094342150674
O'Hare International Airport,Denver International Airport,Airbus A220-300,12311.142543765882,256.48213632845585
O'Hare International Airport,Los Angeles International Airport,Boeing 737-600,23593.890334276835,660.8932866744212
O'Hare International Airport,Los Angeles International Airport,Boeing 767-800,28492.362917846047,502.5108098385547
O'Hare International Airport,Los Angeles International Airport,Airbus A200-100,22906.385410267125,565.5897632164722
O'Hare International Airport,Los Angeles International Airport,Airbus A220-300,20328.241945230697,423.5050405256395
O'Hare International Airport,John F. Kennedy International Airport,Boeing 737-600,12308.089284925816,344.764405740219
O'Hare International Airport,John F. Kennedy International Airport,Boeing 767-800,14385.11160615727,253.7056720662658
